source,degree,university_name,ccaa,sector_hint,modality_hint,fetch_ts,url
educaweb,primaria,Universidad de Navarra,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad de Zaragoza,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidad a Distancia de Madrid Másteres,Unknown,unknown,online,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb,primaria,Universidades,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb_pilot_fallback,infantil,Universidad Internacional de La Rioja (UNIR),La Rioja,private-online,online,2026-04-27T10:07:35.962019+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-infantil/
educaweb_pilot_fallback,primaria,Universidad Internacional de La Rioja (UNIR),La Rioja,private-online,online,2026-04-27T10:07:35.962019+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb_pilot_fallback,infantil,Universidad Internacional de Valencia (VIU),Comunitat Valenciana,private-online,online,2026-04-27T10:07:35.962019+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-infantil/
educaweb_pilot_fallback,primaria,Universidad Internacional de Valencia (VIU),Comunitat Valenciana,private-online,online,2026-04-27T10:07:35.962019+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb_pilot_fallback,infantil,Universidad a Distancia de Madrid (UDIMA),Madrid,private-online,online,2026-04-27T10:07:35.962019+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-infantil/
educaweb_pilot_fallback,primaria,Universidad a Distancia de Madrid (UDIMA),Madrid,private-online,online,2026-04-27T10:07:35.962019+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
educaweb_pilot_fallback,infantil,Universidad Nacional de Educacion a Distancia (UNED),Madrid,public,online,2026-04-27T10:07:35.962019+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-infantil/
